1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,
0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,
1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,
0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,
1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,
0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.7999999999999999e-01,1.7999999999999999e-01,1.7999999999999999e-01,
5.0000000000000000e-01,5.0000000000000000e-01,5.0000000000000000e-01,
1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,
8.0000000000000004e-01,1.0000000000000001e-01,5.0000000000000003e-02,
1.0000000000000000e+00,2.0000000000000001e-01,1.0000000000000001e-01,
5.0000000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,
1.0000000000000000e+00,5.0000000000000000e-01,0.0000000000000000e+00,
8.0000000000000004e-01,4.0000000000000002e-01,2.0000000000000001e-01,
5.0000000000000003e-02,5.0000000000000003e-02,5.0000000000000003e-02,
2.0992187499999999e-02,1.0496093749999999e-02,5.2480468749999997e-03,
2.0000000000000000e+00,1.5000000000000000e+00,5.0000000000000000e-01,
5.0000000000000000e+00,4.0000000000000000e+00,3.0000000000000000e+00,
1.5000000000000000e+00,-2.0000000000000001e-01,0.0000000000000000e+00,
1.0000000000000000e+00,1.0000000000000000e+00,-5.0000000000000000e-01,
-2.0000000000000001e-01,5.0000000000000000e-01,2.9999999999999999e-01
